group_deal_category,group_created_by,delivery_coordinates,delivery_location_name,unique_group_members,total_groups,monday_orders,tuesday_orders,wednesday_orders,thursday_orders,friday_orders,saturday_orders,sunday_orders,active_days,total_orders
NORMAL_GROUPS,a41e4105-da2b-493d-ac6f-410fb2848907,POINT(38.871769 9.021542),AyatAdebabay Station,14,16,10,44,1,3,0,10,12,8,67
NORMAL_GROUPS,fc5d4bfc-8c64-4264-87df-6b4e93e2f324,POINT(38.677177 9.001401),"Alem Bank Square, Addis Ababa, Ethiopia",14,15,0,5,16,12,5,11,5,7,54
NORMAL_GROUPS,9cc9f47d-a2d7-4484-b490-3aaba453ecf6,POINT(38.725540 8.947675),ያልተሰየመ መንገድ,14,16,18,23,19,9,14,8,0,10,91
NORMAL_GROUPS,4ae8c516-94f7-47a4-8a5f-7b3201ce583c,POINT(38.758226 9.074500),ያልተሰየመ መንገድ,14,16,34,36,0,19,21,19,0,8,115
NORMAL_GROUPS,91214c18-48bb-4295-b93d-6c10a33e5696,POINT(38.759312 8.996578),A1,14,8,0,20,24,6,0,0,0,4,50
NORMAL_GROUPS,04d348d7-38b2-4e49-bef6-5d27a2736ed9,POINT(38.764231 9.038843),ጃንሜዳ ጤና ጣብያ,14,14,6,0,21,7,23,0,22,9,74
NORMAL_GROUPS,39fb024c-ab67-49b1-b1ee-5ce34cbfa71f,POINT(38.814234 8.995622),Kadisco General Hospital,13,13,35,0,19,0,0,0,0,3,54
NORMAL_GROUPS,faca07fb-48be-476b-b707-573800c56403,POINT(38.754289 8.934566),"Haji suk, አዲስ አበባ, ኢትዮጵያ",13,4,0,19,11,0,0,0,0,3,30
NORMAL_GROUPS,4663870e-bf0a-40ee-bfab-50e7e27bc0f3,POINT(38.835655 8.896824),"Koye Nfas slk project 11 Block 538, Sheger city, ኢትዮጵያ",13,3,0,0,0,0,0,0,15,1,15
NORMAL_GROUPS,eb20bd28-11b6-49aa-afee-6deade0def47,POINT(38.752693 9.021113),Ethio Telecom Head Quarter | ኢትዮ ቴሌኮም ዋና መ/ቤት,13,20,34,5,37,21,0,6,5,10,103
NORMAL_GROUPS,82860c83-e255-4e83-9043-4a80cc21c747,POINT(38.780139 8.900683),"Kality Genet Menafesha Condomunium, አዲስ አበባ, ኢትዮጵያ",13,3,0,0,0,17,5,0,0,2,22
NORMAL_GROUPS,cf55a8df-98a1-439c-bd77-8e531103abc5,POINT(38.835655 8.896824),"Koye Nfas slk project 11 Block 538, Sheger city, ኢትዮጵያ",13,3,0,0,0,0,0,0,15,1,15
NORMAL_GROUPS,d30be9b9-49e5-4342-abb3-38e805ac819f,POINT(38.790122 8.995015),Cameroon St,13,7,0,12,16,1,3,1,0,7,33
NORMAL_GROUPS,be07209d-9e35-4459-b133-51a3abc0f7a6,POINT(38.749272 9.035703),A4,13,11,14,0,0,34,0,0,0,3,48
NORMAL_GROUPS,9cfd339e-a1bc-4256-b178-8a8aa2b3f90a,POINT(38.868969 9.066147),Abado Ena Tafou 20/21,13,8,0,1,12,4,28,0,0,6,34
NORMAL_GROUPS,7d306037-1625-48d7-b01c-98cbb599d61a,POINT(38.843579 8.885835),"Koye 18, አዲስ አበባ, ኢትዮጵያ",13,3,0,0,0,15,0,0,0,1,15
NORMAL_GROUPS,749aca11-3320-4315-ac5f-7ec0951265c3,POINT(38.895920 8.991707),ያልተሰየመ መንገድ,13,41,93,0,16,21,4,40,44,13,189
NORMAL_GROUPS,0b38d490-274f-447c-980f-a98f35bb1fca,POINT(38.696108 8.949831),"Jemo 3, አዲስ አበባ, ኢትዮጵያ",13,3,0,26,0,0,0,0,0,1,26
NORMAL_GROUPS,17e8bb76-eefe-47aa-bf4e-ed6b3ed8b7f8,POINT(38.709955 8.960454),"Jemo 1 condominium (ጀሞ 1 ኮንዶሚንየም ), Addis Ababa, Ethiopia",13,4,13,7,5,0,0,0,0,3,25
NORMAL_GROUPS,480d4c9a-6ac0-48f5-ad84-4efea9978e9d,POINT(38.858020 8.986243),"Summit condominium block 102, ኢትዮጵያ",13,14,0,8,34,0,20,2,5,7,69
NORMAL_GROUPS,d67a43f6-6d37-44ba-95f9-7d8c5749f903,POINT(38.720427 8.967078),Africa building | jomo | አፍሪካ ህንፃ | ጀሞ,13,78,67,8,146,0,87,109,5,13,385
NORMAL_GROUPS,d486ff12-0696-4abb-b89d-4379e1a2a036,POINT(38.709903 9.002279),"Weyra condominium, አዲስ አበባ, ኢትዮጵያ",13,15,23,12,18,10,6,11,14,10,87
NORMAL_GROUPS,3a3fd6be-b93e-4e6f-9dbc-9c98d2b82712,POINT(38.769669 9.011026),MeQrez Health services,13,9,29,20,11,0,0,0,0,6,60
NORMAL_GROUPS,d5005da0-e822-4ad2-9d20-7568af832fd4,POINT(38.807585 8.999792),Negash sonan and friends building and road construction p.s,13,39,13,41,0,31,19,12,0,9,114
NORMAL_GROUPS,05b3a0b6-40b1-442f-bd55-5475c267e5c8,POINT(38.801288 9.016723),Lancet Specialized internal Medicine and Surgical Center | Megenagna |,13,6,0,0,17,0,8,2,0,3,27
NORMAL_GROUPS,3c03e152-3f22-49f7-8389-12cee3c96a02,POINT(38.759324 8.996628),Nafad lemma and friends building and road contruct,13,11,22,10,7,0,1,2,4,11,41
NORMAL_GROUPS,f997073f-631e-47c2-ba25-1711f37b9fa9,POINT(38.696845 8.983714),"Ayertena Taxi Station, አዲስ አበባ, ኢትዮጵያ",13,13,5,5,36,8,5,6,0,8,65
NORMAL_GROUPS,e67fe857-02fe-4553-80a5-7277d950ad20,POINT(38.852532 9.009798),Fiyel bet,13,6,15,6,0,0,23,0,0,5,44
NORMAL_GROUPS,73193f15-081e-430f-8305-0ad4f9a6df5e,POINT(38.868891 9.066104),Abado Health Center,13,9,8,0,7,19,0,0,0,4,34
NORMAL_GROUPS,2f7ef91b-0332-4442-b6ac-431227e9a5d4,POINT(38.693812 9.066577),Askos Bus Station,13,7,11,0,12,0,0,0,11,5,34
NORMAL_GROUPS,309b143b-fd20-4d27-9027-5489aef99b4c,POINT(38.801188 9.016630),Lancet General Hospital,13,7,0,27,0,0,6,2,0,4,35
NORMAL_GROUPS,c8589816-87d7-47e8-9253-dc80fedfb700,POINT(38.753082 9.021606),Souvenir center,13,13,13,13,19,0,0,19,0,6,56
NORMAL_GROUPS,97e8af63-74e2-49c1-93aa-a29f3561fb80,POINT(38.751858 9.022256),Tracon tower | churchill area,13,3,0,14,4,2,0,0,0,3,20
NORMAL_GROUPS,d0724822-cda8-408a-8936-6b435cd44a7f,POINT(38.707359 8.998845),ያልተሰየመ መንገድ,13,22,0,62,11,6,6,17,0,7,102
NORMAL_GROUPS,8d56b6fa-5f9e-4e88-a7a4-0067f9c62502,POINT(38.784590 9.015453),Rebecca Bld 8th floor,13,7,0,19,40,0,0,0,0,2,59
NORMAL_GROUPS,46ce6ae5-3acb-4c04-be28-ed4ee88e4eba,POINT(38.790124 8.995002),Cameroon St,13,30,20,22,45,15,14,8,0,10,115
NORMAL_GROUPS,eb729609-8f19-42dc-acac-b4cbbee9b230,POINT(38.751329 9.023682),Churchill Ave,13,10,0,10,4,0,26,0,6,6,46
NORMAL_GROUPS,244603cc-1c9c-4ac0-a6de-b73ba0f1fac8,POINT(38.820706 8.999366),Alemayehu buildingt,13,19,15,6,34,6,19,6,0,11,86
NORMAL_GROUPS,b7248184-22d4-4a03-9d14-725cd1943b12,POINT(38.795470 8.887174),"Kilinto condominium/kilinto prison ቂሊንጦ ኮንደሚኒየም block 290 jambo house, አዲስ አበባ, ኢትዮጵያ",13,3,0,0,14,0,0,8,0,3,22
NORMAL_GROUPS,01b2e7a5-9c08-47f5-9790-26f9c0210ed2,POINT(38.814125 8.997921),fresh fruit & juice,13,7,5,6,6,0,13,6,0,8,31
NORMAL_GROUPS,2345c7f4-7273-46be-a619-22e3d12bf338,POINT(38.768801 8.911357),"Kality | St. Gebriel ቃሊቲ | ቅዱስ ገብርኤል ፀበል ስፍራ, Addis Ababa, Ethiopia",13,9,30,52,0,0,0,0,0,2,41
NORMAL_GROUPS,4cddfc9e-88e6-4c5e-9ad1-dea26019108a,POINT(38.798176 9.018622),Megenagna area| መገናኛ አካባቢ |,13,15,26,2,48,0,12,24,4,9,58
NORMAL_GROUPS,5d8fac5b-e0d9-4ec6-b02c-737847272c30,POINT(38.869539 9.066080),Abado Ena Tafou 20/21,13,19,4,31,25,0,28,0,0,7,88
NORMAL_GROUPS,dc9eb06b-5aee-4522-8302-a9bc35e3fcbf,POINT(38.749783 9.032202),Yaliteseyeme Menigedi,13,64,0,52,85,3,0,7,2,7,144
NORMAL_GROUPS,86b00502-e55f-48f2-ab07-53c30d791307,POINT(38.819728 8.998636),Alemayehu buildingt,13,12,0,9,0,16,26,19,0,7,65
NORMAL_GROUPS,d72694eb-a6b0-4809-87a8-9998a3c8b487,POINT(38.876702 9.066145),Yaliteseyeme Menigedi,13,19,21,2,41,0,6,12,4,8,80
NORMAL_GROUPS,7326ccee-aa11-4d1a-81e2-4d6da45e2738,POINT(38.811215 8.871631),TuluDimtu Arsema Square in front of Zamel Tower,13,77,53,9,46,55,32,51,36,16,243
NORMAL_GROUPS,e24bf0a5-b478-4858-ac85-48d694daab2a,POINT(38.817996 8.907469),"Koye 16 Block 31, ኢትዮጵያ",13,3,0,0,0,15,0,0,0,1,15
NORMAL_GROUPS,d9eb1b61-952b-4243-a1d3-74c473aeadd8,POINT(38.713228 8.967945),Jijiga sefer,13,8,10,18,8,0,32,16,0,6,37
NORMAL_GROUPS,980bfd33-d140-4c46-b532-a6c72069d1f5,POINT(38.785887 8.995780),"Kaleb Hotel | Bole Medhanialem | ካሌብ ሆቴል | ቦሌ መድሃኒአለም, Addis Ababa, Ethiopia",13,7,0,10,4,5,8,6,2,8,32
NORMAL_GROUPS,0d817a4e-0aab-4eb6-bc2a-88eaed4aadc4,POINT(38.751485 9.023692),Churchill Ave,13,7,1,0,8,5,0,9,0,5,23
NORMAL_GROUPS,9d0c4449-bd81-4d7f-9499-12b345edf460,POINT(38.790134 8.995037),Impress building l bole medhanialem l ኢምፕረስ ህንፃ l ቦሌ መድሃኒአለም,13,11,31,2,18,0,5,5,0,7,54
NORMAL_GROUPS,996f230d-f189-44c6-84bd-766f803687a4,POINT(38.775408 8.987071),Bole rwanda,13,12,8,20,5,0,4,0,6,6,43
NORMAL_GROUPS,1be60f1b-b949-4f1a-a894-2835a2b2f2c6,POINT(38.851900 8.995295),Summit giyorgis,13,23,6,61,17,5,0,0,12,8,96
NORMAL_GROUPS,831e5b35-4a63-4b22-91f0-8ee60a2a577a,POINT(38.776689 8.993781),Airport Road,12,20,5,5,42,6,0,23,5,7,86
NORMAL_GROUPS,6c9d5407-1d17-40ca-8ab0-507366968ad7,POINT(38.804507 9.009645),Kal building,12,15,9,9,43,6,0,3,0,9,70
NORMAL_GROUPS,59e47299-78dd-40ee-82ca-dc8f180d698b,POINT(38.716492 9.025916),Dagim Hidase Health Center,12,12,0,0,33,6,23,5,1,7,62
NORMAL_GROUPS,54abdce9-281f-4b91-9b4b-f58e9023209a,POINT(38.769256 9.011102),"Enat Bank SC Head Office, Jomo Kenyatta Street, Addis Ababa, Ethiopia",12,10,0,28,0,0,0,24,0,3,40
NORMAL_GROUPS,b70c8564-057d-426c-99a1-7a32a1d7b453,POINT(38.776946 8.991366),"Welo sefer dani plaza, አዲስ አበባ, ኢትዮጵያ",12,10,6,8,46,0,12,0,0,7,64
NORMAL_GROUPS,cd0afe22-81ed-4876-856d-82fb6b1106bd,POINT(38.814234 8.995622),"KADISCO General Hospital, Giorgis, Road to, አዲስ አበባ, ኢትዮጵያ",12,3,0,5,5,6,0,0,0,3,16
NORMAL_GROUPS,44f8b9f7-7e1f-4638-9cf6-78e004222329,POINT(38.824849 8.900543),"Koye feche condominiums project 16// ኮዬ ፈጬ የጋራ መኖርያ መንደር 16, Koye, Ethiopia",12,9,4,12,20,14,0,0,0,8,50
NORMAL_GROUPS,d2fbb665-c4ef-4bf7-9de0-6417309d4a72,POINT(38.769256 9.011102),"Enat Bank SC Head Office, Jomo Kenyatta Street, አዲስ አበባ, ኢትዮጵያ",12,6,6,0,27,13,0,0,0,3,46
NORMAL_GROUPS,5e3212a0-6413-4922-a7bf-c969957afbe8,POINT(38.808031 9.013644),Ayat condominium Bole Sub City,12,12,0,38,30,1,0,0,0,5,69
NORMAL_GROUPS,587d7c9d-67a1-4b84-92ca-1d6e8182403b,POINT(38.790536 8.993980),Office,12,6,1,5,0,12,12,2,5,6,37
NORMAL_GROUPS,dfdfbe8d-43ed-4846-a732-0c11ed308349,POINT(38.731807 8.969813),Guinea Bissau St,12,10,5,27,19,0,0,0,0,4,51
NORMAL_GROUPS,3a9d8be2-9059-4213-bc89-d5b3a270ec5d,POINT(38.894422 9.012458),"Hayat 49, Block 21 Condominium, አዲስ አበባ, ኢትዮጵያ",12,6,0,5,0,36,0,7,0,5,48
NORMAL_GROUPS,deb9be92-1e70-440e-99cd-b53d9e9ee47f,POINT(38.762175 8.878891),Kidus yohans tesfaye,12,31,4,85,0,0,6,26,0,5,110
NORMAL_GROUPS,434f539e-d4d1-4f0e-9e7c-c6dd98fe153b,POINT(38.751900 9.022473),Tracon tower | churchill area,12,5,10,0,16,0,0,0,0,3,26
NORMAL_GROUPS,6f43c177-1931-4661-ae96-b9fb8a78087e,POINT(38.778675 9.045678),Eritrea St,12,17,6,23,13,8,14,6,34,10,87
NORMAL_GROUPS,21dc848e-0bcd-49c6-9ba2-14365830d5c7,POINT(38.776787 8.993678),Airport Road,12,7,12,0,13,0,0,7,0,3,32
NORMAL_GROUPS,82745e4c-64fc-4b82-98fc-a0379a991978,POINT(38.752693 9.021113),"Ethio Telecom Head Quarter | Biherawi |, Post Office, Churchill Avenue, Addis Ababa, Ethiopia",12,7,26,0,2,0,0,5,0,3,33
NORMAL_GROUPS,cc3218d3-b179-4d70-af03-85ccecd49b15,POINT(38.846689 8.987010),Goro Selassie Condominium block 42,12,19,12,16,5,4,6,21,27,12,72
NORMAL_GROUPS,3b95fd74-27ea-454f-b772-f0064ae0c9d9,POINT(38.780139 8.900683),"Kality Genet Menafesha Condomunium, አዲስ አበባ, ኢትዮጵያ",12,3,0,6,6,0,0,0,6,3,18
NORMAL_GROUPS,605ee57e-b042-4d3a-af3b-635e2d577c29,POINT(38.801288 9.016723),"Lancet Specialized internal Medicine and Surgical Center | Megenagna |, Addis Ababa, Ethiopia",12,5,0,8,6,3,0,0,0,3,17
NORMAL_GROUPS,7dcff38b-0988-4717-819b-eb16881269c1,POINT(38.767450 8.921694),"Kaliti, አዲስ አበባ, ኢትዮጵያ",12,3,0,0,15,0,0,0,0,1,15
NORMAL_GROUPS,decbf8dd-f9eb-4023-8d72-0e95c4cd15b7,POINT(38.814140 8.995504),Mulatu aregaw building contractor,12,28,0,35,17,26,18,5,29,11,125
NORMAL_GROUPS,b4b2c7f7-89f9-4c75-a3c3-c83f01839551,POINT(38.801288 9.016723),"Lancet Specialized internal Medicine and Surgical Center | Megenagna |, Addis Ababa, Ethiopia",12,14,0,0,0,1,16,20,0,3,37
NORMAL_GROUPS,8b2ab970-30db-4206-b1f0-7cb529e588a3,POINT(38.693768 9.066322),"Asko Menaharia, 5, አዲስ አበባ, ኢትዮጵያ",12,7,0,5,6,10,0,23,0,6,39
NORMAL_GROUPS,1e70507e-a8f4-41e4-9ae6-a7af38955a33,POINT(38.884526 8.965432),Bole arabsa sefera,12,13,14,1,0,0,49,2,4,7,51
NORMAL_GROUPS,9d43a2e2-c49e-4c13-b698-68e878e0eabb,POINT(38.873066 9.057034),Abado Ena Tafou 20/21,12,5,6,0,6,12,0,4,1,5,29
NORMAL_GROUPS,3f573127-584d-4dff-bfdd-cf89f550f032,POINT(38.780139 8.900683),"Kality Genet Menafesha Condomunium, አዲስ አበባ, ኢትዮጵያ",12,6,0,0,26,0,6,0,0,2,32
NORMAL_GROUPS,3ab756ac-42d9-4018-b94b-d1a797078cf5,POINT(38.714371 8.961459),Kelela building | jemo,12,9,0,0,5,15,41,0,0,4,61
NORMAL_GROUPS,2e1ea28c-96ab-4835-aea5-c33b5f2356e5,POINT(38.829882 9.002168),"Goro St. Gebriel Church, አዲስ አበባ, ኢትዮጵያ",12,3,5,0,5,0,0,0,5,3,15
NORMAL_GROUPS,04e169d2-7885-493b-8ddf-7df5f652bb93,POINT(38.801288 9.016723),"Lancet Specialized internal Medicine and Surgical Center | Megenagna |, Addis Ababa, Ethiopia",12,5,6,1,3,0,0,0,12,6,22
NORMAL_GROUPS,475d26da-6945-4e75-96cd-fd2c139eff13,POINT(38.798616 9.015908),megenagna,12,15,0,29,14,24,0,7,13,7,87
NORMAL_GROUPS,a7dc9699-946d-49ee-8456-835fa666a416,POINT(38.776830 8.993660),Metropolitan tower | ሜትሮፖሊታን ታወር,12,9,5,30,0,5,5,9,0,6,54
NORMAL_GROUPS,d938fef9-1665-4a81-8b3b-b858ace8ae9a,POINT(38.868830 9.066636),Abado Ena Tafou 20/21,12,5,0,9,0,0,5,7,0,3,21
NORMAL_GROUPS,73c5c10e-1412-409d-98b2-6b582c6e1075,POINT(38.801288 9.016723),"Lancet Specialized internal Medicine and Surgical Center | Megenagna |, አዲስ አበባ, ኢትዮጵያ",12,12,0,0,12,2,8,4,0,6,26
NORMAL_GROUPS,afa2713f-8998-4b2e-9340-bd93bf962745,POINT(38.752693 9.021113),Ethio telecom head quarter | ኢትዮ ቴሌኮም ዋና መ/ቤት,12,9,0,0,42,0,0,6,0,3,48
NORMAL_GROUPS,db07332b-b530-49ef-aba6-76d62982f380,POINT(38.815040 8.899432),Koye Square | ኮዬ አደባባይ ya,12,12,6,4,0,21,15,10,6,9,57
NORMAL_GROUPS,5620bebc-6abe-4816-b219-c74bc6180f2b,POINT(38.697272 8.982840),Ayer tena square,12,10,5,35,5,7,6,12,0,8,64
NORMAL_GROUPS,65f18163-9d89-4bc0-bdb8-7901fc973097,POINT(38.725421 8.961137),ለቡ,12,9,0,18,4,0,6,8,0,4,36
NORMAL_GROUPS,ca805b9c-26f6-4a30-a9aa-59e6cbf70f09,POINT(38.754278 9.030629),"Taitu Hotel | Piazza, Dej. Jote Street, Addis Ababa, Ethiopia",12,10,5,0,3,11,15,2,2,8,33
NORMAL_GROUPS,efec4843-6e8e-4b0e-945d-412344cd3cd5,POINT(38.744021 9.054949),Gulele 8/16,12,24,0,0,58,7,113,5,0,6,113
NORMAL_GROUPS,5dc24d07-00a0-4fe7-a3ab-4b3c8a6fdf52,POINT(38.722144 8.981002),"Elgel hotel and spa, አዲስ አበባ, ኢትዮጵያ",12,10,0,6,0,18,12,0,0,3,36
NORMAL_GROUPS,34e5334e-9e42-4ec6-8275-e62ef8637546,POINT(38.732495 9.012589),"Lideta Higher Court | የልደታ ከፍተኛ ፋርድ ቤት, 8, አዲስ አበባ, ኢትዮጵያ",12,4,0,11,6,0,0,0,0,2,17
NORMAL_GROUPS,1ec62e53-f19d-497d-80cf-75d6ba51f04e,POINT(38.801288 9.016723),"Lancet Specialized internal Medicine and Surgical Center | Megenagna |, አዲስ አበባ, ኢትዮጵያ",12,3,0,0,0,0,14,0,0,1,14
NORMAL_GROUPS,e8e10960-0b80-45a8-92f4-1fe0ad591c81,POINT(38.767188 8.911766),ያልተሰየመ መንገድ,12,53,0,10,15,39,24,144,0,8,223
NORMAL_GROUPS,711ac93c-80ab-46ee-af6f-d85dc79cd5cf,POINT(38.786300 8.952355),Bole bulbula maryam mazorya,12,13,0,0,16,26,12,20,6,7,73
NORMAL_GROUPS,ffa0191c-1c5c-4d0b-b0ad-52d073365ec3,POINT(38.821194 9.011724),"Meta Brewery, Jacros Warehouse, Addis Ababa, Ethiopia",12,9,27,15,7,5,0,0,0,6,49
NORMAL_GROUPS,35ca342d-8ad9-476c-a46b-3c2eccb73484,POINT(38.890638 8.972773),"Bole Arabsa cherkos, Bole arabsa, ኢትዮጵያ",12,7,0,0,10,0,0,0,18,3,28
NORMAL_GROUPS,f15300bc-aa2d-4bb5-84d4-2fe8eb1fc2f5,POINT(38.725540 8.947679),ያልተሰየመ መንገድ,12,4,14,12,18,2,0,12,0,5,29
NORMAL_GROUPS,1a39f78b-6086-40c2-a653-c2fa8eaa289b,POINT(38.790191 8.994976),Abssinia Building,12,20,0,61,0,10,38,0,0,6,102
NORMAL_GROUPS,6ed29fe2-2bb1-46c6-abea-a815c5811ef1,POINT(38.843669 8.889834),ያልተሰየመ መንገድ,12,12,8,1,0,0,27,38,0,6,47
NORMAL_GROUPS,dd07a515-7e00-4d7b-908b-fe601c4a4c3c,POINT(38.844782 9.030112),Amare and wolday building construction,12,26,0,17,18,29,7,47,10,11,113
NORMAL_GROUPS,6e07eb5b-2edb-4f5c-bc1f-682779b715f9,POINT(38.712585 9.028601),"Paulos Mekibib Memorial Specialized Physiotherapy Clinic, Addis Ababa, Ethiopia",12,7,12,0,0,5,6,0,0,3,23
NORMAL_GROUPS,4025fa84-619f-46e3-96fb-bb8e3a08abff,POINT(38.767439 8.969770),"St. Joseph Church | saris | ቅዱስ ዮሴፍ ቤተ ክርስቲያን | ሳሪስ, Ring Road, አዲስ አበባ, ኢትዮጵያ",12,6,0,5,0,20,6,0,0,4,26
NORMAL_GROUPS,9707cb58-f64f-4ffb-ad77-06055c074ada,POINT(38.801188 9.016630),Lancet General Hospital,12,11,18,13,0,0,0,7,11,4,49
NORMAL_GROUPS,711be733-67e5-4e8d-baf6-61c377b1267b,POINT(38.813607 8.994608),"Roba Bakery | Gerji | ሮባ ዳቦ መጋገሪያ | ገርጂ, Ring Road, አዲስ አበባ, ኢትዮጵያ",12,4,5,0,0,0,0,11,0,3,16
NORMAL_GROUPS,6396bcb6-0595-40c4-a964-ae1b52c21a2d,POINT(38.801288 9.016723),"Lancet Specialized internal Medicine and Surgical Center | Megenagna |, Addis Ababa, Ethiopia",12,9,1,2,14,4,9,0,0,6,26
NORMAL_GROUPS,dad6366f-0527-4ba1-9475-a348f56653ea,POINT(38.714631 9.021666),ያልተሰየመ መንገድ,12,10,0,16,10,15,10,10,0,5,56
NORMAL_GROUPS,8869f220-76ed-4470-9f37-5a8e91dfdce0,POINT(38.727895 8.935150),"Garment Oromia Condominium|ጋርመንት ኦሮሚያ ኮንዶሚኒየም, አዲስ አበባ, ኢትዮጵያ",12,4,0,0,20,10,18,0,0,3,24
NORMAL_GROUPS,457f01e7-a54e-4586-a5a8-c159222c950c,POINT(38.776455 8.948451),Bole bulbula 40/60 condominium block 01,12,28,0,23,47,0,12,16,5,7,84
NORMAL_GROUPS,7a7ee799-f983-477f-b3de-da624a52846d,POINT(38.721669 9.060536),"Selefe Sualihin Mosque | Shegole | ሰለፈሷሊሂን መስጊድ | ሸጎሌ, Addis Ababa, Ethiopia",12,24,17,5,7,22,0,6,10,7,62
NORMAL_GROUPS,40d52465-0c85-4b4f-86fb-a565d632606b,POINT(38.794151 9.006310),"JIGRA GROUP - House of Chemicals, አዲስ አበባ, ኢትዮጵያ",11,13,0,0,32,17,5,12,0,4,60
NORMAL_GROUPS,1ee52e22-14f1-4b04-a79d-9fb9d7ede79e,POINT(38.746843 8.984965),"Kera Beret, አዲስ አበባ, ኢትዮጵያ",11,9,11,0,47,0,0,0,0,2,46
NORMAL_GROUPS,a0d02d1e-5579-4ba8-9f16-cb1d56ed807f,POINT(38.873260 9.056921),"Gedera Hidasse Health Center | ገደራ ህዳሴ ጤና ጣቢያ, አዲስ አበባ, ኢትዮጵያ",11,11,7,0,11,7,6,15,0,7,46
NORMAL_GROUPS,9dcc61ee-8d6c-40db-8254-3415db278b43,POINT(38.795297 9.002662),"Ethiopian Sport Academy, አዲስ አበባ, ኢትዮጵያ",11,2,7,17,0,0,0,0,0,2,24
NORMAL_GROUPS,26cc702a-2afc-4f14-af66-b3eb370087b9,POINT(38.807301 9.011757),Bole 12/13,11,16,15,17,12,0,8,15,8,10,69
NORMAL_GROUPS,c21587d5-213d-45bc-8ca2-12af372e3074,POINT(38.817368 9.011876),Dawit emiru building contractor,11,22,17,47,13,23,0,33,0,9,123
NORMAL_GROUPS,e01f5d22-edab-4aac-a40d-9c4f5cdc7dbe,POINT(38.774708 8.994005),"Wolo Sefer Roundabout - ወሎ ሰፈር አደባባይ, Addis Ababa, Ethiopia",11,4,5,6,5,0,0,7,0,4,23
NORMAL_GROUPS,583f58eb-38ed-47d5-9098-f36d7fa203dd,POINT(38.693441 9.053452),ያልተሰየመ መንገድ,11,16,2,9,22,11,0,15,15,7,64
NORMAL_GROUPS,bdb65ab8-7484-4958-b7d2-9e96e2aa6388,POINT(38.824382 8.904326),"Koye feche Woreda | ኮዬ ፈጬ ወረዳ, አዲስ አበባ, ኢትዮጵያ",11,3,0,0,0,13,0,0,0,1,13
NORMAL_GROUPS,7edc7b1a-222d-4eca-9932-54e947e7bec8,POINT(38.753761 9.030937),"እቴጌ ጣይቱ ሆቴል, Dej. Jote Street, አዲስ አበባ, ኢትዮጵያ",11,5,6,0,18,0,0,0,0,3,24
NORMAL_GROUPS,3a3c52b3-4cee-4357-902e-8616a840ec30,POINT(38.732112 8.980034),"Mekanisa Abo Mazorya | መካኒሳ አቦ ማዞርያ, አዲስ አበባ, ኢትዮጵያ",11,4,6,0,11,0,0,5,0,4,22
NORMAL_GROUPS,996f230d-f189-44c6-84bd-766f803687a4,POINT(38.778865 8.992453),"Bole Rwanda Bridge, Cape Verde Street, አዲስ አበባ, ኢትዮጵያ",11,3,0,21,0,0,0,0,0,1,21
NORMAL_GROUPS,dc01b7dc-294a-475a-9405-6ac1a1b65144,POINT(38.753925 8.942878),Awash bank saris 58 branch,11,4,0,0,3,39,0,0,0,3,28
NORMAL_GROUPS,aadd0af4-09d6-4f1d-a387-32d579d1a7d7,POINT(38.698032 8.978314),Yaliteseyeme Menigedi,11,6,13,0,20,0,0,12,0,5,39
NORMAL_GROUPS,77ac462c-41df-40c2-87ae-10fd85acbb6e,POINT(38.814044 8.995455),"Kadisco General Hospital | Gerji | ካዲስኮ አጠቃላይ ሆስፒታል | ገርጂ, Addis Ababa, Ethiopia",11,4,14,0,7,0,5,0,0,4,26
NORMAL_GROUPS,362ce4d3-e219-4bf3-bb84-e2a86b7f3879,POINT(38.775118 8.950252),Block 42,11,28,8,2,25,10,30,54,3,16,127
NORMAL_GROUPS,2aa4a497-5bd8-4d1e-a447-46939750e409,POINT(38.873406 9.056985),ያልተሰየመ መንገድ,11,3,0,5,0,5,8,0,0,3,18
NORMAL_GROUPS,42dec652-d372-4f9b-8e7a-2e8ffd089e4d,POINT(38.814397 8.995822),ያልተሰየመ መንገድ,11,28,10,0,56,0,1,68,0,5,135
NORMAL_GROUPS,7183605f-e547-4618-be68-01dcfb172581,POINT(38.764099 8.913856),ቃሊቲ ማረሚያ ቤት,11,11,46,0,10,0,0,20,0,3,74
NORMAL_GROUPS,d472076c-f514-41c8-af76-2c9c1b892099,POINT(38.800268 9.013709),Bole,11,18,42,13,26,3,15,0,0,10,92
NORMAL_GROUPS,71d67d28-50d2-40a7-b331-34b3a94d40de,POINT(38.778433 9.016941),"Kazanchis, Addis Ababa",11,10,25,0,7,7,8,0,0,5,32
NORMAL_GROUPS,5adec62f-27f6-4c60-a1c7-25617dc39bdd,POINT(38.814045 8.995455),Kadisco general hospital | gerji | ካዲስኮ አጠቃላይ ሆስፒታል | ገርጂ,11,4,0,7,19,0,0,0,0,3,19
NORMAL_GROUPS,cf5c56a4-0666-4200-9031-7703935468c2,POINT(38.784191 9.054434),"Ferensay Abune Gebre MenfesKidus Tsebel | ፈረንሳይ አቡነ ገብረ መንፍስቅዱስ (አቦ) ጸበል, አዲስ አበባ, ኢትዮጵያ",11,15,0,0,6,44,0,33,0,3,83
