date,product_name,Local shop price
2025-04-27,Green Beans,125
2025-06-10,Carrot,60
2025-09-13,Zucchini,160
2025-05-17,Apple,550
2025-06-14,Carrot,70
2025-06-05,Salad,100
2025-08-02,Ginger,250
2025-05-21,Broccoli,150
2025-07-29,Red Onion A,100
2025-07-29,Red Onion Elfora,80
2025-07-20,Tomato A,60
2025-07-18,Eggplant,130
2025-10-19,Potato for chips,40
2025-08-14,Garlic,360
2025-10-19,Red Onion B,70
2025-06-21,Potatoes,45
2025-09-12,Carrot,90
2025-04-23,White Cabbage,45
2025-06-05,Red Onion Grade B,90
2025-07-26,Green Beans,120
2025-07-30,Green Beans,120
2025-08-19,Avocado,100
2025-04-04,Salad,150
2025-04-30,Green Beans,190
2025-10-24,Red Onion A,60
2025-06-17,Pineapple,90
2025-04-29,Red Onion Grade B,60
2025-10-21,Red Onion A,70
2025-10-18,Zucchini,200
2025-06-10,Broccoli,140
2025-05-18,Pineapple,120
2025-07-14,Eggplant,120
2025-07-15,Carrot,100
2025-08-09,Pineapple,110
2025-04-23,Potatoes,40
2025-08-31,Cucumber,205
2025-05-10,Avocado Shekaraw,120
2025-04-01,Pineapple,130
2025-06-15,Chilly Green (Elfora),190
2025-05-22,Cucumber,250
2025-09-27,Cucumber,180
2025-07-28,Carrot,80
2025-07-04,Tomato A,50
2025-04-22,Red Onion Grade B,65
2025-08-05,Orange,200
2025-09-05,Lemon,120
2025-09-12,Red Onion A,110
2025-07-15,Corn,35
2025-07-09,Papaya,110
2025-08-20,Red Onion A,115
2025-08-15,Beetroot,60
2025-10-08,Apple,580
2025-06-30,Sweet Potatoes,90
2025-08-23,Sweet Potato,100
2025-04-28,Beet root,50
2025-05-04,Potatoes,45
2025-04-05,Red Onion A,60
2025-06-05,Courgette,130
2025-08-09,Apple,470
2025-05-02,Valencia Orange,280
2025-07-28,Avocado,100
2025-10-14,Tomato A,100
2025-08-03,Tomato A,60
2025-06-07,Apple Mango,250
2025-07-08,Garlic,380
2025-04-16,Potatoes,55
2025-09-09,Garlic,300
2025-08-15,Cucumber,170
2025-07-30,Carrot,80
2025-09-25,Beetroot,65
2025-05-11,Avocado,100
2025-07-25,Tomato A,60
2025-09-22,Ginger,270
2025-09-12,Apple,500
2025-08-18,Green Beans,120
2025-10-23,Tomato A,65
2025-10-01,Papaya,80
2025-08-26,Broccoli,250
2025-08-07,Mango Apple,150
2025-09-26,Potato,40
2025-07-01,Garlic,380
2025-09-20,Tomato A,75
2025-07-31,Red Onion B,95
2025-07-21,Tomato A,60
2025-08-07,Lemon,210
2025-05-25,Ginger,160
2025-05-23,Tomatoes Grade B,35
2025-08-22,Green Beans,130
2025-07-25,Lemon,180
2025-10-13,Banana,90
2025-05-22,Red Onion Grade C,75
2025-06-02,Lemon,270
2025-10-08,Eggplant,80
2025-08-06,Red Onion Elfora,90
2025-08-10,Apple,450
2025-09-07,Green chili starta,180
2025-09-03,Potato,35
2025-07-22,Ginger,250
2025-08-08,Ginger,250
2025-08-21,Tomato B,55
2025-04-22,Papaya,70
2025-08-24,Red Onion A,115
2025-06-02,Potatoes,45
2025-09-15,Eggplant,90
2025-07-08,Pineapple,100
2025-09-01,Papaya,120
2025-08-05,Chili Green,120
2025-07-23,Garlic,300
2025-08-04,Broccoli,170
2025-06-21,Tomatoes Grade A,50
2025-05-29,Ye Habesha Mango,50
2025-07-24,Eggplant,125
2025-09-30,Papaya,100
2025-08-13,Tomato B,65
2025-05-01,Pineapple,115
2025-04-03,Apple,400
2025-08-03,Zucchini,70
2025-07-21,Banana,70
2025-04-12,Tomatoes Grade A,60
2025-09-12,Sweet Potato,100
2025-10-15,Carrot,100
2025-04-24,Yerer Orange,300
2025-10-16,Lemon,200
2025-08-30,Apple,500
2025-08-29,Green Beans,150
2025-05-02,Salad,150
2025-07-23,Ginger,200
2025-10-20,Red Onion A,60
2025-08-24,Corn,40
2025-06-30,Sweet Potatoes,65
2025-10-04,Beetroot,60
2025-08-26,Mango,100
2025-09-28,Potato,40
2025-10-24,Green chili starta,180
2025-06-03,Carrot,65
2025-07-08,Green Beans,120
2025-07-14,Strawberry,200
2025-10-17,Green Beans,90
2025-08-14,Beetroot,70
2025-06-20,Red Onion Elfora,80
2025-10-16,Potato,35
2025-08-29,Tomato B,40
2025-07-01,Cucumber,230
2025-10-14,Sweet Potato,90
2025-04-10,Potatoes,55
2025-04-07,Papaya,70
2025-05-29,Cucumber,160
2025-05-13,Tomatoes Grade B,25
2025-07-12,Mango,80
2025-10-01,Red Onion B,120
2025-04-24,Courgette,100
2025-09-21,White Cabbage,35
2025-07-27,Green Beans,120
2025-08-31,Green Beans,100
2025-08-26,Red Onion B,100
2025-05-14,Papaya,65
2025-08-03,Green Beans,130
2025-10-22,Pineapple,100
2025-09-19,Avocado,120
2025-06-30,Cucumber,200
2025-05-21,Avocado,85
2025-10-06,Red Onion Elfora,120
2025-10-07,Potato for chips,45
2025-06-17,Lemon,260
2025-07-29,Salad,140
2025-04-30,Pineapple,100
2025-04-24,Papaya,75
2025-06-16,Courgette,100
2025-09-30,Eggplant,100
2025-08-15,Pineapple,110
2025-07-21,Zucchini,100
2025-09-01,Red Onion A,115
2025-07-11,Eggplant,135
2025-10-20,Garlic,340
2025-04-07,Chilly Green,150
2025-10-06,Mango Apple,250
2025-04-30,Green Beans,180
2025-10-17,Avocado,125
2025-07-01,Mango Apple,150
2025-05-14,Beet root,50
2025-04-13,Tomatoes Grade B,60
2025-09-06,Ginger,200
2025-06-30,Beetroot,55
2025-04-27,Tomatoes Grade B,50
2025-08-16,Red Onion A,115
2025-07-03,Orange,200
2025-07-28,Tomato A,50
2025-05-24,Ginger,150
2025-06-03,Red Onion Elfora,75
2025-05-05,Garlic,360
2025-08-18,Tomato B,50
2025-08-25,Mango,80
2025-06-07,White Cabbage,35
2025-06-11,Broccoli,200
2025-10-23,Potato,35
2025-08-02,Red Onion A,100
2025-04-27,Beet root,50
2025-09-19,Papaya,120
2025-08-01,White Cabbage,40
2025-06-10,Papaya,80
2025-07-15,Apple,400
2025-04-28,Apple Mango,240
2025-10-18,Potato,35
2025-08-04,Mango,80
2025-05-18,Carrot,80
2025-07-27,Chili Green,160
2025-08-27,Zucchini,130
2025-04-08,Strawberry,200
2025-05-14,Valencia Orange,250
2025-07-12,Beetroot,60
2025-07-08,Mango,75
2025-10-25,Red Onion Elfora,45
2025-07-10,Tomato A,45
2025-05-27,Chilly Green,100
2025-10-01,Mango Apple,250
2025-09-13,Banana,80
2025-06-20,Avocado,110
2025-07-04,Strawberry,200
2025-10-01,Corn,40
2025-07-07,Garlic,400
2025-06-06,Garlic,430
2025-07-27,Garlic,380
2025-08-21,Zucchini,100
2025-08-24,Avocado,120
2025-10-10,Tomato A,110
2025-08-27,Avocado,120
2025-05-01,Broccoli,240
2025-07-26,Avocado,80
2025-10-20,Broccoli,110
2025-08-16,Strawberry,250
2025-07-03,Beetroot,55
2025-08-16,Cucumber,110
2025-04-17,Garlic,400
2025-09-01,Papaya,150
2025-08-31,Mango,150
2025-08-05,Ginger,210
2025-07-13,Red Onion C,85
2025-07-26,Orange,220
2025-08-13,Ginger,250
2025-08-27,Pineapple,100
2025-04-10,Avocado,100
2025-06-11,Papaya,80
2025-05-14,Carrot,60
2025-09-16,Broccoli,170
2025-09-07,Pineapple,115
2025-05-07,Beet root,50
2025-08-31,Papaya,150
2025-07-17,Red Onion C,85
2025-06-17,Green Beans,120
2025-07-04,Ginger,190
2025-05-19,Broccoli,200
2025-10-15,Potato,35
2025-04-08,Garlic,330
2025-09-01,Strawberry,220
2025-10-01,White Cabbage,30
2025-10-11,Papaya,100
2025-09-01,Mango Apple,150
2025-08-15,Mango Apple,140
2025-05-16,Strawberry,200
2025-07-21,Green Beans,160
2025-09-24,Apple,460
2025-05-25,Tomatoes Grade A,45
2025-09-02,Potato for chips,35
2025-05-04,Potatoes,50
2025-04-17,Tomatoes Grade A,65
2025-04-13,Papaya,115
2025-09-01,Green Beans,150
2025-10-01,Red Onion Elfora,120
2025-08-01,Broccoli,180
2025-09-21,Mango Apple,250
2025-05-27,Red Onion Elfora,70
2025-04-26,Avocado,80
2025-05-27,Tomatoes Grade B,35
2025-07-06,Corn,35
2025-06-12,Strawberry,200
2025-10-12,Ginger,260
2025-07-16,Avocado,90
2025-04-15,Courgette,100
2025-07-28,Apple,500
2025-07-29,Red Onion A,88
2025-08-19,Tomato B,50
2025-07-22,Potato,50
2025-09-25,Tomato B,85
2025-08-29,Green chili starta,180
2025-05-22,Papaya,80
2025-04-29,Ginger,160
2025-09-02,Corn,35
2025-08-18,Broccoli,230
2025-06-08,Chilly Green (Elfora),190
2025-05-26,Papaya,75
2025-10-11,Ginger,220
2025-07-20,Zucchini,1150
2025-07-09,Apple,500
2025-04-14,Cucumber,200
2025-08-27,Zucchini,90
2025-08-13,Tomato B,50
2025-10-11,Potato for chips,40
2025-05-09,Ye Habesha Mango,100
2025-10-05,Red Onion B,120
2025-05-11,Broccoli,200
2025-10-03,White Cabbage,35
2025-10-06,Ginger,130
2025-10-23,Zucchini,160
2025-07-25,Lemon,200
2025-08-05,Mango Apple,200
2025-05-21,Yerer Orange,200
2025-04-30,Tomatoes Grade B,55
2025-09-14,Sweet Potato,90
2025-05-20,Avocado,80
2025-08-09,White Cabbage,40
2025-06-29,Mango Apple,200
2025-08-10,Sweet Potato,90
2025-09-03,Lemon,170
2025-07-29,Banana,70
2025-05-17,Papaya,80
2025-08-19,Avocado,100
2025-07-09,Eggplant,130
2025-09-03,Eggplant,125
2025-08-12,Sweet Potato,80
2025-04-23,Chilly Green,140
2025-10-03,Broccoli,130
2025-04-10,Apple Mango,200
2025-08-15,Chili Green,150
2025-07-14,Cucumber,100
2025-10-14,Broccoli,200
2025-07-06,Broccoli,180
2025-06-06,Apple Mango,250
2025-04-29,Chilly Green,150
2025-04-15,Red Onion Grade B,65
2025-05-21,Apple,420
2025-09-18,Potato for chips,45
2025-05-06,Pineapple,120
2025-04-10,Ginger,180
2025-07-31,Beetroot,45
2025-09-09,Red Onion Elfora,95
2025-09-04,Green chili starta,180
2025-04-09,Pineapple,115
2025-05-15,Chilly Green (Elfora),180
2025-04-02,Pineapple,100
2025-04-14,Red Onion Grade B,65
2025-09-06,Zucchini,180
2025-10-20,Tomato A,75
2025-08-13,Carrot,100
2025-05-26,Ginger,160
2025-08-07,Mango,130
2025-10-07,Tomato A,120
2025-06-13,Strawberry,200
2025-09-21,Potato,30
2025-10-24,Red Onion Elfora,45
2025-08-31,Pineapple,110
2025-10-04,Papaya,80
2025-05-18,Chilly Green (Elfora),180
2025-10-17,Strawberry,250
2025-04-22,Broccoli,270
2025-07-03,Salad,120
2025-08-21,White Cabbage,35
2025-08-20,Lemon,200
2025-06-29,Tomatoes Grade B,60
2025-09-03,Orange,200
2025-10-13,Green chili starta,230
2025-05-26,Red Onion Elfora,75
2025-06-09,Cucumber,140
2025-10-20,Avocado,115
2025-09-03,Potato,30
2025-06-19,Courgette,150
2025-06-05,Valencia Orange,230
2025-04-26,Tomatoes Grade B,45
2025-10-02,Orange,150
2025-04-27,Broccoli,180
2025-05-18,Strawberry,200
2025-07-24,Broccoli,180
2025-05-01,Pineapple,120
2025-07-21,Cucumber,100
2025-06-06,Apple,500
2025-09-15,Avocado,90
2025-06-19,Broccoli,200
2025-04-29,Red Onion Grade C,50
2025-08-15,Sweet Potato,80
2025-05-29,Strawberry,190
2025-08-29,Broccoli,200
2025-06-19,Cucumber,130
2025-08-10,Chili Green,100
2025-09-17,Broccoli,160
2025-04-16,Avocado,120
2025-08-24,Apple,450
2025-06-18,Carrot,75
2025-04-28,Salad,120
2025-07-02,Mango,75
2025-10-20,Red Onion Elfora,50
2025-10-06,Eggplant,100
2025-05-07,Strawberry,200
2025-08-07,Apple,400
2025-04-06,Garlic,280
2025-05-02,Ginger,160
2025-07-02,Tomatoes Grade B,45
2025-09-09,Green chili starta,170
2025-06-01,Avocado Shekaraw,115
2025-09-01,Corn,35
2025-10-09,Pineapple,80
2025-06-30,Banana,70
2025-09-12,Zucchini,180
2025-05-26,Garlic,380
2025-07-08,Eggplant,100
2025-04-15,Garlic,350
2025-05-16,Apple,550
2025-10-19,Avocado,100
2025-04-02,Red Onion A,65
2025-07-18,Mango Apple,250
2025-10-07,Orange,200
2025-07-04,Apple,400
2025-05-26,Ginger,170
2025-05-21,Chilly Green (Elfora),200
2025-07-11,Broccoli,250
2025-09-26,Cucumber,185
2025-09-12,Green Beans,120
2025-10-19,Tomato A,80
2025-06-21,Ginger,230
2025-10-18,Garlic,350
2025-10-20,Red Onion B,55
2025-07-05,Potato,45
2025-10-17,Tomato B,60
2025-07-06,Sweet Potato,80
2025-04-09,Chilly Green (Elfora),180
2025-10-12,Green chili starta,170
2025-05-14,Tomatoes Grade A,30
2025-06-17,Strawberry,200
2025-06-13,Valencia Orange,220
2025-05-13,Ginger,150
2025-09-23,Red Onion B,135
2025-04-30,Tomatoes Grade A,45
2025-09-02,Papaya,130
2025-05-12,Avocado,80
2025-04-09,White Cabbage,45
2025-09-23,White Cabbage,50
2025-08-19,Papaya,140
2025-07-23,Tomato A,55
2025-04-16,White Cabbage,50
2025-10-23,Broccoli,220
2025-04-08,Strawberry,200
2025-07-26,Carrot,120
2025-07-18,Mango,80
2025-07-05,Garlic,390
2025-05-20,Cucumber,120
2025-08-14,Broccoli,240
2025-07-16,Salad,150
2025-10-12,Zucchini,170
2025-04-08,Salad,140
2025-07-14,Corn,40
2025-08-11,Broccoli,240
2025-05-25,Tomatoes Grade A,40
2025-10-14,Beetroot,55
2025-04-19,Strawberry,200
2025-07-01,Chilly Green,150
2025-06-30,Potatoes,50
2025-09-29,Chili Green,150
2025-08-27,Chili Green,170
2025-07-27,Apple,450
2025-06-04,Apple,430
2025-07-23,Banana,70
2025-06-06,Garlic,450
2025-06-03,Lemon,230
2025-10-21,Zucchini,220
2025-07-03,Corn,35
2025-07-27,Mango,75
2025-05-01,Potatoes,55
2025-10-19,Banana,80
2025-04-25,Chilly Green (Elfora),200
2025-09-23,Red Onion Elfora,125
2025-06-17,Chilly Green (Elfora),190
2025-07-19,Beetroot,50
2025-09-28,Salad,130
2025-09-04,Red Onion Elfora,85
2025-08-26,Corn,40
2025-06-05,Garlic,380
2025-05-08,Cucumber,150
2025-04-22,Lemon,280
2025-07-28,Tomato A,55
2025-08-22,Cucumber,140
2025-10-16,Green Beans,150
2025-10-06,Papaya,70
2025-04-29,Cucumber,190
2025-09-23,Apple,400
2025-09-04,Red Onion Elfora,95
2025-04-20,Apple,420
2025-08-15,Green Beans,120
2025-09-02,Zucchini,200
2025-05-22,Carrot,60
2025-04-17,Salad,140
2025-04-23,Chilly Green (Elfora),200
2025-04-14,Avocado,70
2025-10-20,Avocado,100
2025-09-23,Broccoli,250
2025-08-23,Banana,80
2025-10-06,Ginger,220
2025-04-02,Lemon,230
2025-05-29,Ye Habesha Mango,70
2025-08-05,Sweet Potato,80
2025-04-05,Salad,150
2025-09-03,Red Onion A,110
2025-07-17,Tomato B,50
2025-09-12,Potato for chips,45
2025-08-12,Mango,70
2025-05-14,Chilly Green,150
2025-08-02,Potato,35
2025-10-07,White Cabbage,40
2025-10-16,Lemon,200
2025-06-21,Garlic,400
2025-07-25,Ginger,240
2025-05-05,Chilly Green (Elfora),200
2025-08-25,White Cabbage,35
2025-06-11,Corn,30
2025-06-10,Papaya,110
2025-09-28,Red Onion B,130
2025-05-28,Garlic,380
2025-08-12,Strawberry,250
2025-08-02,Papaya,60
2025-06-03,Potatoes,50
2025-08-14,Pineapple,120
2025-08-12,Potato,40
2025-10-10,Red Onion Elfora,90
2025-08-16,Orange,200
2025-09-06,Apple,450
2025-07-05,Strawberry,200
2025-08-21,Orange,180
2025-04-21,Broccoli,250
2025-05-30,Broccoli,150
2025-05-19,Courgette,160
2025-08-10,Potato,45
2025-08-17,Chili Green,120
2025-04-02,Chilly Green (Elfora),220
2025-07-25,Eggplant,130
2025-07-11,Papaya,100
2025-05-27,Papaya,70
2025-05-12,Strawberry,180
2025-04-26,Lemon,270
2025-08-06,Red Onion A,115
2025-04-10,Avocado,120
2025-06-08,Red Onion Elfora,75
2025-06-20,White Cabbage,40
2025-10-21,Eggplant,140
2025-07-23,Beetroot,55
2025-09-29,Tomato A,95
2025-10-09,Eggplant,70
2025-08-18,Chili Green,175
2025-09-04,Chili Green,160
2025-09-17,Mango Apple,150
2025-07-01,Strawberry,220
2025-04-21,Potatoes,35
2025-07-01,Banana,65
2025-07-03,Carrot,75
2025-08-23,Beetroot,65
2025-08-28,Broccoli,240
2025-07-30,Salad,140
2025-08-17,Sweet Potato,80
2025-10-18,Potato for chips,35
2025-06-06,Carrot,70
2025-09-25,Strawberry,250
2025-07-01,Pineapple,90
2025-07-30,Cucumber,200
2025-06-07,Red Onion Grade C,95
2025-04-21,Ye Habesha Mango,100
2025-05-10,Salad,200
2025-07-14,Ginger,220
2025-09-26,Orange,320
2025-04-09,Strawberry,200
2025-09-18,Tomato A,75
2025-10-21,Pineapple,75
2025-06-29,Broccoli,180
2025-06-02,Corn,35
2025-07-09,Sweet Potato,90
2025-06-09,Cucumber,220
2025-05-22,Salad,180
2025-05-19,Potatoes,55
2025-09-06,Pineapple,115
2025-08-06,White Cabbage,35
2025-08-07,Green Beans,120
2025-08-14,Banana,80
2025-07-01,Tomatoes Grade B,60
2025-05-11,Apple Mango,250
2025-05-21,Cucumber,120
2025-05-08,Tomatoes Grade A,40
2025-08-03,Pineapple,120
2025-09-07,Ginger,220
2025-10-10,Apple,450
2025-05-22,Green Beans,180
2025-10-06,Sweet Potato,85
2025-06-04,Salad,165
2025-08-10,Avocado,100
2025-07-18,Mango Apple,200
2025-09-25,Broccoli,150
2025-10-01,Garlic,300
2025-08-28,Sweet Potato,90
2025-07-04,Eggplant,125
2025-05-08,Tomatoes Grade A,40
2025-08-14,Banana,70
2025-09-29,Carrot,80
2025-09-02,Pineapple,120
2025-08-24,Ginger,250
2025-09-29,Beetroot,45
2025-07-25,Carrot,115
2025-09-29,Garlic,350
2025-10-02,Tomato A,100
2025-07-24,Avocado,100
2025-09-03,White Cabbage,25
2025-09-15,Strawberry,250
2025-05-30,Broccoli,180
2025-07-05,Carrot,120
2025-05-10,Green Beans,200
2025-08-04,Green Beans,120
2025-07-22,Broccoli,260
2025-09-05,Strawberry,225
2025-06-29,Tomatoes Grade B,50
2025-08-08,Broccoli,160
2025-08-28,Chili Green,150
2025-07-25,Lemon,120
2025-08-13,Potato,40
2025-08-26,Red Onion B,110
2025-10-10,Apple,420
2025-06-11,Courgette,130
2025-04-17,Chilly Green (Elfora),190
2025-09-07,Sweet Potato,90
2025-08-08,Salad,130
2025-07-06,Corn,35
2025-09-13,Apple,450
2025-06-12,Apple Mango,150
2025-09-02,Broccoli,160
2025-08-18,Beetroot,50
2025-08-09,Tomato A,45
2025-06-13,Chilly Green,120
2025-10-09,Tomato A,100
2025-09-29,Banana,85
2025-09-06,Beetroot,55
2025-04-11,Green Beans,210
2025-07-05,Broccoli,180
2025-06-03,Broccoli,140
2025-09-04,Garlic,350
2025-10-06,Chili Green,150
2025-06-28,Avocado,90
2025-10-16,Potato,30
2025-06-17,Courgette,100
2025-09-03,Mango,70
2025-09-22,Red Onion A,130
2025-10-01,Cucumber,185
2025-10-13,Beetroot,50
2025-10-14,Mango Apple,240
2025-06-04,Green Beans,100
2025-08-21,Papaya,130
2025-09-15,Cucumber,160
2025-08-29,Pineapple,100
2025-10-04,Mango Apple,250
2025-09-09,Avocado,115
2025-10-05,Orange,120
2025-09-30,Avocado,130
2025-08-15,Salad,150
2025-05-22,Carrot,70
2025-10-20,Beetroot,55
2025-06-05,Red Onion Grade B,100
2025-07-22,Mango,80
2025-06-09,Potatoes,50
2025-05-29,Yerer Orange,220
2025-10-01,Red Onion Elfora,120
2025-10-06,Pineapple,100
2025-05-17,Lemon,260
2025-05-30,Carrot,70
2025-04-12,Chilly Green,150
2025-07-05,Strawberry,220
2025-07-17,Tomato A,60
2025-08-24,Red Onion B,110
2025-08-17,Garlic,400
2025-08-23,Tomato A,60
2025-05-18,Avocado,80
2025-07-23,Mango,70
2025-08-13,Lemon,120
2025-06-03,White Cabbage,35
2025-08-20,Broccoli,200
2025-09-09,Tomato A,70
2025-06-05,Green Beans,100
2025-08-03,Banana,70
2025-06-15,Ye Habesha Mango,130
2025-04-28,Garlic,380
2025-08-22,Avocado,110
2025-04-01,Broccoli,220
2025-09-06,Green Beans,140
2025-07-27,Red Onion A,90
2025-08-23,White Cabbage,35
2025-06-16,Tomatoes Grade B,30
2025-10-17,Zucchini,150
2025-05-08,Avocado,100
2025-08-23,Ginger,250
2025-10-17,Green chili starta,130
2025-04-12,Chilly Green (Elfora),180
2025-04-15,Green Beans,200
2025-07-21,Sweet Potato,80
2025-06-03,Strawberry,200
2025-08-30,Potato,40
2025-08-29,Garlic,370
2025-07-11,Mango Apple,200
2025-10-09,Strawberry,200
2025-10-09,Apple,650
2025-10-06,Apple,420
2025-05-25,Lemon,200
2025-05-23,White Cabbage,45
2025-05-17,Tomatoes Grade A,50
2025-04-05,Garlic,300
2025-07-10,Salad,150
2025-08-24,Mango Apple,140
2025-09-05,Apple,450
2025-07-18,Red Onion B,90
2025-10-03,Potato for chips,45
2025-08-31,Sweet Potato,100
2025-07-13,Broccoli,160
2025-09-14,Lemon,140
2025-09-01,Lemon,200
2025-04-21,Lemon,300
2025-07-21,Garlic,300
2025-06-06,Green Beans,100
2025-07-15,Tomato A,60
2025-09-22,Garlic,250
2025-05-18,Garlic,400
2025-06-10,Valencia Orange,260
2025-08-13,Salad,170
2025-04-27,Apple,500
2025-09-19,Apple,700
2025-07-25,Salad,150
2025-07-30,Corn,35
2025-07-01,Carrot,75
2025-08-16,White Cabbage,35
2025-08-21,Chili Green,160
2025-07-22,Corn,35
2025-08-21,Ginger,230
2025-09-23,Avocado,120
2025-10-22,Banana,80
2025-09-03,Potato for chips,40
2025-10-12,Broccoli,160
2025-05-06,Valencia Orange,220
2025-08-17,Potato,40
2025-07-08,White Cabbage,40
2025-10-01,Strawberry,200
2025-07-18,Broccoli,180
2025-07-09,Papaya,100
2025-07-09,Garlic,400
2025-09-30,Ginger,220
2025-05-08,Avocado,80
2025-04-27,Yerer Orange,300
2025-07-26,Salad,155
2025-07-21,Sweet Potato,90
2025-07-02,Garlic,380
2025-04-11,Chilly Green (Elfora),220
2025-06-14,Beet root,60
2025-10-13,Garlic,370
2025-07-18,Pineapple,115
2025-04-26,White Cabbage,50
2025-08-19,Cucumber,200
2025-10-18,Apple,450
2025-08-01,White Cabbage,40
2025-06-01,Carrot,70
2025-08-29,Beetroot,60
2025-05-30,Red Onion Elfora,70
2025-07-19,Tomato B,50
2025-08-29,Avocado,100
2025-05-25,Chilly Green (Elfora),190
2025-05-22,Strawberry,200
2025-10-02,White Cabbage,30
2025-07-19,Potato,50
2025-04-13,Pineapple,130
2025-04-16,Potatoes,55
2025-09-07,Ginger,240
2025-08-18,Chili Green,150
2025-05-12,Broccoli,230
2025-04-09,Broccoli,200
2025-09-09,Red Onion B,110
2025-08-14,Zucchini,85
2025-08-09,Eggplant,130
2025-09-24,Green chili starta,250
2025-07-29,Zucchini,140
2025-09-25,Carrot,80
2025-08-28,Green Beans,150
2025-10-13,Green Beans,160
2025-04-22,Apple,400
2025-05-03,Apple Mango,250
2025-06-06,Pineapple,120
2025-05-23,Broccoli,250
2025-04-05,Salad,120
2025-08-24,Beetroot,60
2025-09-04,Tomato A,70
2025-09-04,Carrot,90
2025-08-21,Zucchini,150
2025-08-31,Orange,200
2025-10-11,Ginger,200
2025-08-24,Beetroot,65
2025-10-03,Salad,150
2025-07-24,Sweet Potato,85
2025-06-30,Beetroot,55
2025-08-01,Salad,150
2025-10-05,Garlic,350
2025-07-20,Pineapple,130
2025-07-12,Salad,130
2025-05-10,Ye Habesha Mango,100
2025-07-30,Red Onion B,95
2025-09-16,Apple,400
2025-06-20,Chilly Green (Elfora),190
2025-07-26,Beetroot,65
2025-05-07,Chilly Green (Elfora),200
2025-09-26,Cucumber,170
2025-07-26,Mango Apple,140
2025-09-18,Mango Apple,220
2025-08-10,Green Beans,120
2025-05-10,Lemon,230
2025-09-20,Carrot,90
2025-10-03,Potato for chips,40
2025-08-21,Red Onion B,115
2025-04-07,Garlic,280
2025-09-30,Orange,170
2025-10-21,Garlic,350
2025-04-24,Red Onion Grade B,65
2025-04-08,Chilly Green,150
2025-05-09,Apple Mango,250
2025-09-22,Mango Apple,180
2025-09-04,Beetroot,60
2025-06-08,Lemon,230
2025-04-03,Carrot,70
2025-10-08,Papaya,90
2025-05-27,Lemon,220
2025-09-14,Potato for chips,40
2025-09-22,Banana,80
2025-10-03,Pineapple,110
2025-04-15,Chilly Green,160
2025-10-18,Orange,200
2025-04-08,Papaya,65
2025-05-06,Apple Mango,250
2025-06-21,Lemon,180
2025-04-30,Lemon,250
2025-05-08,Red Onion Grade C,55
2025-05-21,Pineapple,80
2025-08-24,Tomato A,55
2025-07-31,Zucchini,70
2025-05-27,Tomatoes Grade A,35
2025-04-09,White Cabbage,60
2025-10-17,Green chili starta,240
2025-06-21,Strawberry,200
2025-06-18,Valencia Orange,250
2025-06-01,Courgette,80
2025-05-26,Carrot,65
2025-08-08,Tomato A,45
2025-05-26,Carrot,65
2025-10-02,Beetroot,55
2025-07-07,Apple,500
2025-05-08,Garlic,350
2025-04-01,Broccoli,240
2025-07-30,Eggplant,130
2025-08-29,Mango Apple,160
2025-07-16,Papaya,60
2025-06-09,Avocado,70
2025-05-27,Broccoli,200
2025-08-19,Ginger,250
2025-08-24,Zucchini,100
2025-09-16,Chili Green,180
2025-09-04,Potato for chips,45
2025-09-22,Pineapple,100
2025-10-18,Banana,88
2025-07-14,Potato,40
2025-07-01,Grean Beans,140
2025-05-10,Potatoes,50
2025-09-04,Potato for chips,35
2025-09-22,Chili Green,90
2025-08-20,White Cabbage,35
2025-07-10,Cucumber,210
2025-04-15,Tomatoes Grade A,60
2025-06-05,Pineapple,100
2025-06-20,Beet root,60
2025-09-03,Chili Green,160
2025-05-08,Avocado,80
2025-10-21,Red Onion A,65
2025-05-25,Pineapple,100
2025-05-19,Papaya,85
2025-08-06,Broccoli,170
2025-04-03,Potatoes Restaurant Quality,50
2025-07-12,Potato,50
2025-09-23,Potato for chips,45
2025-10-11,Green chili starta,150
2025-05-04,Salad,110
2025-04-13,Lemon,280
2025-07-31,Salad,120
2025-10-24,Green Beans,100
2025-05-04,Cucumber,180
2025-07-04,Strawberry,220
2025-10-05,Tomato A,95
2025-08-19,Papaya,150
2025-07-18,Apple,400
2025-07-16,Cucumber,100
2025-09-08,Red Onion Elfora,90
2025-09-22,Broccoli,180
2025-06-21,Papaya,75
2025-10-18,Orange,250
